trainPct,selectionStrategy,evaluationMetric,run,buying,maint,doors,persons,lug_boot,safety,actualLabel,predictedLabel
80,BEST,INFORMATION_GAIN,1,vhigh,med,3,2,med,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,vhigh,3,more,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,low,4,4,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,high,4,2,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,vhigh,5more,4,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,high,3,more,big,high,acc,acc
80,BEST,INFORMATION_GAIN,1,med,med,3,4,big,high,vgood,vgood
80,BEST,INFORMATION_GAIN,1,med,med,2,4,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,med,3,2,small,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,high,2,more,med,med,unacc,acc
80,BEST,INFORMATION_GAIN,1,low,high,3,4,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,med,5more,2,med,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,med,5more,more,small,med,acc,acc
80,BEST,INFORMATION_GAIN,1,med,high,5more,more,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,vhigh,2,4,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,vhigh,3,more,big,high,acc,acc
80,BEST,INFORMATION_GAIN,1,med,vhigh,3,4,big,med,acc,acc
80,BEST,INFORMATION_GAIN,1,high,low,4,more,big,med,acc,acc
80,BEST,INFORMATION_GAIN,1,low,high,4,4,big,med,acc,acc
80,BEST,INFORMATION_GAIN,1,vhigh,low,2,4,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,vhigh,5more,4,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,high,3,2,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,high,4,more,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,med,4,more,med,high,acc,acc
80,BEST,INFORMATION_GAIN,1,high,high,5more,more,med,high,acc,acc
80,BEST,INFORMATION_GAIN,1,low,high,4,more,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,high,4,more,big,high,vgood,vgood
80,BEST,INFORMATION_GAIN,1,low,low,5more,more,med,high,vgood,vgood
80,BEST,INFORMATION_GAIN,1,high,vhigh,5more,4,med,med,unacc,acc
80,BEST,INFORMATION_GAIN,1,low,med,5more,more,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,med,2,2,big,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,med,2,2,big,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,low,2,2,big,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,med,5more,more,big,high,vgood,vgood
80,BEST,INFORMATION_GAIN,1,vhigh,vhigh,2,2,med,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,med,5more,4,big,med,acc,acc
80,BEST,INFORMATION_GAIN,1,vhigh,vhigh,5more,4,small,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,med,3,2,small,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,vhigh,2,more,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,high,3,2,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,high,3,4,big,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,high,4,2,med,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,high,2,4,big,med,acc,acc
80,BEST,INFORMATION_GAIN,1,low,high,5more,more,small,med,acc,acc
80,BEST,INFORMATION_GAIN,1,low,vhigh,5more,more,small,high,acc,acc
80,BEST,INFORMATION_GAIN,1,low,high,2,4,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,low,4,2,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,low,5more,more,med,med,good,good
80,BEST,INFORMATION_GAIN,1,low,vhigh,4,more,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,vhigh,3,4,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,low,5more,more,big,high,acc,acc
80,BEST,INFORMATION_GAIN,1,vhigh,high,4,more,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,med,5more,4,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,low,4,more,small,high,acc,acc
80,BEST,INFORMATION_GAIN,1,low,high,2,2,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,low,3,4,big,med,good,acc
80,BEST,INFORMATION_GAIN,1,vhigh,med,3,4,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,low,2,2,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,vhigh,3,2,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,med,2,more,small,high,unacc,good
80,BEST,INFORMATION_GAIN,1,high,high,2,4,big,high,acc,acc
80,BEST,INFORMATION_GAIN,1,med,med,2,more,big,high,vgood,vgood
80,BEST,INFORMATION_GAIN,1,med,vhigh,2,2,med,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,low,4,2,small,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,high,2,more,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,vhigh,3,4,big,med,acc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,vhigh,5more,2,big,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,vhigh,2,2,big,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,low,4,4,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,vhigh,2,more,big,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,low,4,more,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,high,4,4,med,med,acc,acc
80,BEST,INFORMATION_GAIN,1,med,high,2,4,med,high,acc,acc
80,BEST,INFORMATION_GAIN,1,vhigh,low,3,2,small,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,high,2,more,small,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,vhigh,4,4,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,high,5more,2,big,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,vhigh,3,2,small,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,med,2,2,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,vhigh,3,more,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,high,2,4,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,low,2,more,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,vhigh,2,4,big,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,high,5more,more,big,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,med,3,4,small,high,acc,acc
80,BEST,INFORMATION_GAIN,1,high,med,2,2,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,med,2,4,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,low,4,2,med,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,low,4,more,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,low,4,4,med,high,acc,acc
80,BEST,INFORMATION_GAIN,1,med,vhigh,2,more,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,low,2,2,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,med,2,4,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,low,3,4,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,low,4,4,big,high,vgood,vgood
80,BEST,INFORMATION_GAIN,1,vhigh,vhigh,4,2,small,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,med,5more,more,med,med,good,good
80,BEST,INFORMATION_GAIN,1,low,vhigh,2,2,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,vhigh,4,2,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,high,3,2,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,low,4,more,small,high,good,good
80,BEST,INFORMATION_GAIN,1,med,low,5more,2,big,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,high,3,more,med,high,acc,acc
80,BEST,INFORMATION_GAIN,1,vhigh,high,5more,2,big,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,vhigh,2,more,small,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,vhigh,2,4,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,low,4,more,big,med,acc,acc
80,BEST,INFORMATION_GAIN,1,low,low,2,4,med,med,acc,good
80,BEST,INFORMATION_GAIN,1,vhigh,low,4,2,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,high,4,2,big,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,low,2,2,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,high,3,2,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,vhigh,4,more,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,low,4,more,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,med,3,4,big,high,acc,acc
80,BEST,INFORMATION_GAIN,1,vhigh,med,2,4,big,high,acc,acc
80,BEST,INFORMATION_GAIN,1,low,med,2,2,med,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,vhigh,2,4,big,med,acc,unacc
80,BEST,INFORMATION_GAIN,1,high,high,2,more,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,high,4,4,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,high,3,4,med,high,acc,vgood
80,BEST,INFORMATION_GAIN,1,vhigh,med,4,4,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,vhigh,3,more,small,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,high,4,more,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,high,2,more,small,med,unacc,acc
80,BEST,INFORMATION_GAIN,1,med,vhigh,2,4,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,low,3,4,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,high,3,2,small,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,med,5more,4,med,med,acc,unacc
80,BEST,INFORMATION_GAIN,1,high,low,3,more,big,med,acc,acc
80,BEST,INFORMATION_GAIN,1,vhigh,med,2,2,med,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,vhigh,3,more,med,med,unacc,acc
80,BEST,INFORMATION_GAIN,1,med,low,5more,2,med,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,med,2,more,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,med,3,4,big,med,good,good
80,BEST,INFORMATION_GAIN,1,low,low,3,more,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,med,2,2,med,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,med,3,2,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,vhigh,4,more,big,high,acc,acc
80,BEST,INFORMATION_GAIN,1,vhigh,low,5more,more,med,med,acc,acc
80,BEST,INFORMATION_GAIN,1,high,vhigh,5more,more,med,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,high,5more,4,small,high,acc,acc
80,BEST,INFORMATION_GAIN,1,vhigh,low,3,4,big,med,acc,acc
80,BEST,INFORMATION_GAIN,1,vhigh,vhigh,4,2,med,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,high,2,2,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,high,4,2,big,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,low,3,4,med,high,acc,acc
80,BEST,INFORMATION_GAIN,1,med,vhigh,5more,2,med,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,vhigh,5more,more,big,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,high,4,more,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,med,3,more,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,low,2,2,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,low,2,2,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,high,2,2,med,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,med,4,2,med,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,med,5more,4,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,med,5more,4,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,high,5more,4,big,med,acc,acc
80,BEST,INFORMATION_GAIN,1,low,low,4,2,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,low,2,4,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,med,2,4,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,high,2,4,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,high,2,4,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,low,3,more,med,high,acc,acc
80,BEST,INFORMATION_GAIN,1,high,med,4,2,big,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,vhigh,4,more,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,vhigh,3,more,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,vhigh,3,more,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,low,3,more,small,high,good,unacc
80,BEST,INFORMATION_GAIN,1,low,high,3,4,small,med,acc,acc
80,BEST,INFORMATION_GAIN,1,high,med,2,2,big,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,med,3,more,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,med,2,4,small,high,acc,acc
80,BEST,INFORMATION_GAIN,1,med,low,4,more,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,med,3,2,med,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,low,5more,2,med,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,high,4,more,small,high,acc,acc
80,BEST,INFORMATION_GAIN,1,high,med,5more,more,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,med,4,2,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,high,4,more,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,vhigh,5more,more,big,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,med,2,more,small,med,unacc,acc
80,BEST,INFORMATION_GAIN,1,med,high,5more,2,med,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,low,5more,4,small,med,acc,good
80,BEST,INFORMATION_GAIN,1,vhigh,low,2,2,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,high,4,more,small,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,low,5more,4,big,med,acc,acc
80,BEST,INFORMATION_GAIN,1,low,low,4,4,med,high,vgood,good
80,BEST,INFORMATION_GAIN,1,high,med,5more,more,med,high,acc,acc
80,BEST,INFORMATION_GAIN,1,low,vhigh,2,2,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,high,2,2,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,low,4,4,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,high,3,more,big,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,high,4,2,med,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,low,4,2,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,med,2,more,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,vhigh,5more,2,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,low,3,4,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,med,2,4,small,high,good,good
80,BEST,INFORMATION_GAIN,1,med,high,5more,4,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,vhigh,2,more,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,med,3,2,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,vhigh,2,more,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,med,4,4,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,high,3,2,med,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,vhigh,5more,4,small,high,acc,acc
80,BEST,INFORMATION_GAIN,1,high,med,5more,2,small,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,med,2,more,med,med,acc,acc
80,BEST,INFORMATION_GAIN,1,vhigh,high,5more,4,med,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,med,4,2,big,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,vhigh,4,4,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,vhigh,2,2,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,vhigh,3,2,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,vhigh,2,2,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,low,4,more,med,med,good,good
80,BEST,INFORMATION_GAIN,1,vhigh,low,5more,2,big,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,low,5more,2,small,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,med,5more,4,med,med,good,acc
80,BEST,INFORMATION_GAIN,1,high,high,3,4,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,high,5more,4,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,med,5more,4,big,high,acc,acc
80,BEST,INFORMATION_GAIN,1,low,vhigh,4,more,big,med,acc,acc
80,BEST,INFORMATION_GAIN,1,vhigh,low,2,4,big,med,acc,acc
80,BEST,INFORMATION_GAIN,1,vhigh,low,3,4,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,high,2,2,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,high,4,2,big,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,low,2,more,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,vhigh,5more,4,small,med,unacc,acc
80,BEST,INFORMATION_GAIN,1,vhigh,vhigh,5more,more,med,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,med,4,more,big,high,vgood,vgood
80,BEST,INFORMATION_GAIN,1,med,vhigh,5more,4,small,high,acc,acc
80,BEST,INFORMATION_GAIN,1,vhigh,med,3,more,med,high,acc,acc
80,BEST,INFORMATION_GAIN,1,low,vhigh,4,2,med,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,low,4,2,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,vhigh,3,4,big,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,high,3,4,small,high,acc,acc
80,BEST,INFORMATION_GAIN,1,vhigh,high,4,more,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,med,2,2,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,med,3,4,big,med,acc,acc
80,BEST,INFORMATION_GAIN,1,high,low,4,4,big,med,acc,acc
80,BEST,INFORMATION_GAIN,1,high,med,2,more,small,high,unacc,acc
80,BEST,INFORMATION_GAIN,1,med,med,5more,2,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,high,2,4,med,med,acc,acc
80,BEST,INFORMATION_GAIN,1,med,med,4,more,big,med,acc,acc
80,BEST,INFORMATION_GAIN,1,low,low,2,more,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,vhigh,5more,2,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,med,2,more,med,med,unacc,acc
80,BEST,INFORMATION_GAIN,1,vhigh,low,3,4,med,high,acc,acc
80,BEST,INFORMATION_GAIN,1,low,low,3,4,big,med,good,good
80,BEST,INFORMATION_GAIN,1,high,high,4,4,big,high,acc,acc
80,BEST,INFORMATION_GAIN,1,low,med,2,more,med,med,acc,good
80,BEST,INFORMATION_GAIN,1,high,vhigh,5more,4,big,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,low,2,more,small,med,unacc,acc
80,BEST,INFORMATION_GAIN,1,med,high,5more,more,small,high,acc,acc
80,BEST,INFORMATION_GAIN,1,vhigh,med,2,2,med,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,low,2,2,med,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,med,5more,2,big,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,med,3,2,med,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,med,5more,more,med,high,vgood,vgood
80,BEST,INFORMATION_GAIN,1,med,high,5more,2,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,vhigh,2,4,med,high,acc,acc
80,BEST,INFORMATION_GAIN,1,med,med,2,2,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,low,5more,2,big,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,low,5more,2,med,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,high,5more,more,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,low,2,more,med,med,unacc,acc
80,BEST,INFORMATION_GAIN,1,high,med,2,4,big,high,acc,acc
80,BEST,INFORMATION_GAIN,1,low,high,2,more,big,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,high,4,more,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,high,3,2,small,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,low,low,2,2,big,med,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,high,2,4,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,med,med,2,4,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,vhigh,4,2,med,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,high,3,2,small,high,unacc,unacc
80,BEST,INFORMATION_GAIN,1,vhigh,med,3,more,big,high,acc,acc
80,BEST,INFORMATION_GAIN,1,low,med,5more,4,big,med,good,good
80,BEST,INFORMATION_GAIN,1,low,med,2,4,med,high,good,vgood
80,BEST,INFORMATION_GAIN,1,med,low,3,more,small,low,unacc,unacc
80,BEST,INFORMATION_GAIN,1,high,med,4,4,small,high,acc,acc
80,BEST,INFORMATION_GAIN,1,high,med,3,2,med,med,unacc,unacc
